name,row,column,x,y
1426.png,2,1,330,293
1426.png,2,2,393,294
1427.png,0,0,270,161
1427.png,0,1,333,163
1427.png,0,2,397,163
1427.png,1,0,268,225
1427.png,1,1,333,229
1427.png,1,2,395,229
1427.png,2,0,265,294
1427.png,2,1,330,293
1427.png,2,2,393,294
1428.png,0,0,270,161
1428.png,0,1,333,163
1428.png,0,2,397,163
1428.png,1,0,268,225
1428.png,1,1,333,229
1428.png,1,2,395,229
1428.png,2,0,265,294
1428.png,2,1,330,293
1428.png,2,2,393,294
1429.png,0,0,270,161
1429.png,0,1,333,163
1429.png,0,2,397,163
1429.png,1,0,268,225
1429.png,1,1,333,229
1429.png,1,2,395,229
1429.png,2,0,265,294
1429.png,2,1,330,293
1429.png,2,2,393,294
143.png,0,0,280,165
143.png,0,1,321,168
143.png,0,2,408,179
143.png,1,0,274,228
143.png,1,1,360,240
143.png,1,2,400,243
143.png,2,0,264,295
143.png,2,1,303,299
143.png,2,2,391,309
1430.png,0,0,270,161
1430.png,0,1,332,163
1430.png,0,2,397,164
1430.png,1,0,268,225
1430.png,1,1,334,228
1430.png,1,2,395,229
1430.png,2,0,266,294
1430.png,2,1,330,293
1430.png,2,2,393,294
1431.png,0,0,270,161
1431.png,0,1,332,163
1431.png,0,2,397,164
1431.png,1,0,268,225
1431.png,1,1,334,228
1431.png,1,2,395,229
1431.png,2,0,266,294
1431.png,2,1,330,293
1431.png,2,2,393,294
1432.png,0,0,270,161
1432.png,0,1,332,163
1432.png,0,2,397,164
1432.png,1,0,268,225
1432.png,1,1,334,228
1432.png,1,2,395,229
1432.png,2,0,266,294
1432.png,2,1,330,293
1432.png,2,2,393,294
1433.png,0,0,270,161
1433.png,0,1,332,163
1433.png,0,2,397,164
1433.png,1,0,268,225
1433.png,1,1,334,228
1433.png,1,2,395,229
1433.png,2,0,266,294
1433.png,2,1,330,293
1433.png,2,2,393,294
1434.png,0,0,270,161
1434.png,0,1,332,163
1434.png,0,2,397,164
1434.png,1,0,268,225
1434.png,1,1,334,228
1434.png,1,2,396,229
1434.png,2,0,266,294
1434.png,2,1,330,293
1434.png,2,2,393,294
1435.png,0,0,270,161
1435.png,0,1,332,163
1435.png,0,2,397,164
1435.png,1,0,268,225
1435.png,1,1,334,228
1435.png,1,2,396,229
1435.png,2,0,266,294
1435.png,2,1,330,293
1435.png,2,2,393,294
1436.png,0,0,270,161
1436.png,0,1,332,163
1436.png,0,2,397,164
1436.png,1,0,268,225
1436.png,1,1,334,228
1436.png,1,2,396,229
1436.png,2,0,266,294
1436.png,2,1,330,293
1436.png,2,2,393,294
1437.png,0,0,270,161
1437.png,0,1,332,163
1437.png,0,2,397,163
1437.png,1,0,268,225
1437.png,1,1,334,228
1437.png,1,2,395,229
1437.png,2,0,266,293
1437.png,2,1,330,293
1437.png,2,2,393,294
1438.png,0,0,270,161
1438.png,0,1,332,163
1438.png,0,2,397,163
1438.png,1,0,268,225
1438.png,1,1,334,228
1438.png,1,2,395,229
1438.png,2,0,266,293
1438.png,2,1,330,293
1438.png,2,2,393,294
1439.png,0,0,270,161
1439.png,0,1,332,163
1439.png,0,2,397,163
1439.png,1,0,268,225
1439.png,1,1,334,228
1439.png,1,2,395,229
1439.png,2,0,266,293
1439.png,2,1,330,293
1439.png,2,2,393,294
144.png,0,0,280,165
144.png,0,1,321,168
144.png,0,2,408,179
144.png,1,0,274,228
144.png,1,1,360,240
144.png,1,2,400,243
144.png,2,0,264,295
144.png,2,1,303,299
144.png,2,2,391,309
1440.png,0,0,270,161
1440.png,0,1,332,163
1440.png,0,2,397,163
1440.png,1,0,268,225
1440.png,1,1,334,228
1440.png,1,2,395,229
1440.png,2,0,266,293
1440.png,2,1,330,293
1440.png,2,2,393,294
1441.png,0,0,270,161
1441.png,0,1,332,163
1441.png,0,2,398,163
1441.png,1,0,269,226
1441.png,1,1,335,228
1441.png,1,2,395,229
1441.png,2,0,266,293
1441.png,2,1,330,293
1441.png,2,2,394,294
1442.png,0,0,270,161
1442.png,0,1,332,163
1442.png,0,2,398,163
1442.png,1,0,269,226
1442.png,1,1,335,228
1442.png,1,2,395,229
1442.png,2,0,266,293
1442.png,2,1,330,293
1442.png,2,2,394,294
1443.png,0,0,270,161
1443.png,0,1,332,163
1443.png,0,2,398,163
1443.png,1,0,269,226
1443.png,1,1,335,228
1443.png,1,2,395,229
1443.png,2,0,266,293
1443.png,2,1,330,293
1443.png,2,2,394,294
1444.png,0,0,270,161
1444.png,0,1,332,163
1444.png,0,2,398,163
1444.png,1,0,269,226
1444.png,1,1,335,228
1444.png,1,2,395,229
1444.png,2,0,266,293
1444.png,2,1,330,293
1444.png,2,2,394,294
1445.png,0,0,270,161
1445.png,0,1,332,163
1445.png,0,2,398,163
1445.png,1,0,269,225
1445.png,1,1,335,228
1445.png,1,2,395,229
1445.png,2,0,266,293
1445.png,2,1,330,293
1445.png,2,2,394,294
1446.png,0,0,270,161
1446.png,0,1,332,163
1446.png,0,2,398,163
1446.png,1,0,269,225
1446.png,1,1,335,228
1446.png,1,2,395,229
1446.png,2,0,266,293
1446.png,2,1,330,293
1446.png,2,2,394,294
1447.png,0,0,270,161
1447.png,0,1,332,163
1447.png,0,2,398,163
1447.png,1,0,269,225
1447.png,1,1,335,228
1447.png,1,2,395,229
1447.png,2,0,266,293
1447.png,2,1,330,293
1447.png,2,2,394,294
1448.png,0,0,270,161
1448.png,0,1,332,163
1448.png,0,2,398,163
1448.png,1,0,269,226
1448.png,1,1,335,228
1448.png,1,2,395,229
1448.png,2,0,265,293
1448.png,2,1,330,294
1448.png,2,2,394,294
1449.png,0,0,270,161
1449.png,0,1,332,163
1449.png,0,2,398,163
1449.png,1,0,269,226
1449.png,1,1,335,228
1449.png,1,2,395,229
1449.png,2,0,265,293
1449.png,2,1,330,294
1449.png,2,2,394,294
145.png,0,0,280,165
145.png,0,1,321,168
145.png,0,2,408,179
145.png,1,0,274,228
145.png,1,1,360,240
145.png,1,2,399,243
145.png,2,0,264,295
145.png,2,1,304,299
145.png,2,2,391,309
1450.png,0,0,270,161
1450.png,0,1,332,163
1450.png,0,2,398,163
1450.png,1,0,269,226
1450.png,1,1,335,228
1450.png,1,2,395,229
1450.png,2,0,265,293
1450.png,2,1,330,294
1450.png,2,2,394,294
1451.png,0,0,270,161
1451.png,0,1,332,163
1451.png,0,2,398,163
1451.png,1,0,269,226
1451.png,1,1,335,228
1451.png,1,2,395,229
1451.png,2,0,265,293
1451.png,2,1,330,294
1451.png,2,2,394,294
1452.png,0,0,270,161
1452.png,0,1,331,163
1452.png,0,2,399,163
1452.png,1,0,269,226
1452.png,1,1,336,228
1452.png,1,2,396,229
1452.png,2,0,266,293
1452.png,2,1,329,294
1452.png,2,2,394,294
1453.png,0,0,270,161
1453.png,0,1,331,163
1453.png,0,2,399,163
1453.png,1,0,269,226
1453.png,1,1,336,228
1453.png,1,2,396,229
1453.png,2,0,266,293
1453.png,2,1,329,294
1453.png,2,2,394,294
1454.png,0,0,270,161
1454.png,0,1,331,163
1454.png,0,2,399,163
1454.png,1,0,269,226
1454.png,1,1,336,228
1454.png,1,2,396,229
1454.png,2,0,266,293
1454.png,2,1,329,294
1454.png,2,2,394,294
1455.png,0,0,271,161
1455.png,0,1,331,163
1455.png,0,2,399,163
1455.png,1,0,269,226
1455.png,1,1,336,228
1455.png,1,2,396,229
1455.png,2,0,266,293
1455.png,2,1,329,294
1455.png,2,2,394,294
1456.png,0,0,271,161
1456.png,0,1,331,163
1456.png,0,2,399,163
1456.png,1,0,269,226
1456.png,1,1,336,228
1456.png,1,2,396,229
1456.png,2,0,266,293
1456.png,2,1,329,294
1456.png,2,2,394,294
1457.png,0,0,271,161
1457.png,0,1,331,163
1457.png,0,2,399,163
1457.png,1,0,269,226
1457.png,1,1,336,228
1457.png,1,2,396,229
1457.png,2,0,266,293
1457.png,2,1,329,294
1457.png,2,2,394,294
1458.png,0,0,271,161
1458.png,0,1,331,163
1458.png,0,2,399,163
1458.png,1,0,269,226
1458.png,1,1,336,228
1458.png,1,2,396,229
1458.png,2,0,266,293
1458.png,2,1,329,294
1458.png,2,2,394,294
1459.png,0,0,270,161
1459.png,0,1,331,163
1459.png,0,2,399,163
1459.png,1,0,269,226
1459.png,1,1,337,228
1459.png,1,2,396,229
1459.png,2,0,265,293
1459.png,2,1,329,294
1459.png,2,2,394,294
146.png,0,0,280,165
146.png,0,1,321,168
146.png,0,2,408,179
146.png,1,0,274,228
146.png,1,1,360,240
146.png,1,2,399,243
146.png,2,0,264,295
146.png,2,1,304,299
146.png,2,2,391,309
1460.png,0,0,270,161
1460.png,0,1,331,163
1460.png,0,2,399,163
1460.png,1,0,269,226
1460.png,1,1,337,228
1460.png,1,2,396,229
1460.png,2,0,265,293
1460.png,2,1,329,294
1460.png,2,2,394,294
1461.png,0,0,270,161
1461.png,0,1,331,163
1461.png,0,2,399,163
1461.png,1,0,269,226
1461.png,1,1,337,228
1461.png,1,2,396,229
1461.png,2,0,265,293
1461.png,2,1,329,294
1461.png,2,2,394,294
1462.png,0,0,271,161
1462.png,0,1,331,163
1462.png,0,2,399,163
1462.png,1,0,269,226
1462.png,1,1,337,228
1462.png,1,2,396,229
1462.png,2,0,265,293
1462.png,2,1,328,294
1462.png,2,2,394,294
1463.png,0,0,271,161
1463.png,0,1,331,163
1463.png,0,2,399,163
1463.png,1,0,269,226
1463.png,1,1,337,228
1463.png,1,2,396,229
1463.png,2,0,265,293
1463.png,2,1,328,294
1463.png,2,2,394,294
1464.png,0,0,271,161
1464.png,0,1,331,163
1464.png,0,2,399,163
1464.png,1,0,269,226
1464.png,1,1,337,228
1464.png,1,2,396,229
1464.png,2,0,265,293
1464.png,2,1,328,294
1464.png,2,2,394,294
1465.png,0,0,271,161
1465.png,0,1,331,163
1465.png,0,2,399,163
1465.png,1,0,269,226
1465.png,1,1,337,228
1465.png,1,2,396,229
1465.png,2,0,265,293
1465.png,2,1,328,294
1465.png,2,2,394,294
1466.png,0,0,271,161
1466.png,0,1,331,163
1466.png,0,2,398,163
1466.png,1,0,269,226
1466.png,1,1,337,228
1466.png,1,2,395,229
1466.png,2,0,265,293
1466.png,2,1,327,294
1466.png,2,2,339,293
1467.png,0,0,271,161
1467.png,0,1,331,163
1467.png,0,2,398,163
1467.png,1,0,269,226
1467.png,1,1,337,228
1467.png,1,2,395,229
1467.png,2,0,265,293
1467.png,2,1,327,294
1467.png,2,2,339,293
1468.png,0,0,271,161
1468.png,0,1,331,163
1468.png,0,2,398,163
1468.png,1,0,269,226
1468.png,1,1,337,228
1468.png,1,2,395,229
1468.png,2,0,265,293
1468.png,2,1,327,294
1468.png,2,2,339,293
1469.png,0,0,271,161
1469.png,0,1,331,163
1469.png,0,2,398,163
1469.png,1,0,269,226
1469.png,1,1,337,228
1469.png,1,2,395,229
1469.png,2,0,265,293
1469.png,2,1,327,294
1469.png,2,2,339,293
147.png,0,0,280,165
147.png,0,1,321,168
147.png,0,2,408,179
147.png,1,0,274,228
147.png,1,1,360,240
147.png,1,2,399,243
147.png,2,0,264,295
147.png,2,1,304,299
147.png,2,2,391,309
1470.png,0,0,271,161
1470.png,0,1,331,163
1470.png,0,2,398,163
1470.png,1,0,269,226
1470.png,1,1,338,228
1470.png,1,2,396,229
1470.png,2,0,266,293
1470.png,2,1,327,294
1470.png,2,2,393,294
1471.png,0,0,271,161
1471.png,0,1,331,163
1471.png,0,2,398,163
1471.png,1,0,269,226
1471.png,1,1,338,228
1471.png,1,2,396,229
1471.png,2,0,266,293
1471.png,2,1,327,294
1471.png,2,2,393,294
1472.png,0,0,271,161
1472.png,0,1,331,163
1472.png,0,2,398,163
1472.png,1,0,269,226
1472.png,1,1,338,228
1472.png,1,2,396,229
1472.png,2,0,266,293
1472.png,2,1,327,294
1472.png,2,2,393,294
1473.png,0,0,271,161
1473.png,0,1,331,163
1473.png,0,2,398,163
1473.png,1,0,269,226
1473.png,1,1,338,228
1473.png,1,2,396,229
1473.png,2,0,266,293
1473.png,2,1,327,294
1473.png,2,2,393,294
1474.png,0,0,271,161
1474.png,0,1,331,163
1474.png,0,2,398,163
1474.png,1,0,269,225
1474.png,1,1,338,228
1474.png,1,2,396,229
1474.png,2,0,266,293
1474.png,2,1,327,294
1474.png,2,2,393,294
1475.png,0,0,271,161
1475.png,0,1,331,163
1475.png,0,2,398,163
1475.png,1,0,269,225
1475.png,1,1,338,228
1475.png,1,2,396,229
1475.png,2,0,266,293
1475.png,2,1,327,294
1475.png,2,2,393,294
1476.png,0,0,271,161
1476.png,0,1,331,163
1476.png,0,2,398,163
1476.png,1,0,269,225
1476.png,1,1,338,228
1476.png,1,2,396,229
1476.png,2,0,266,293
1476.png,2,1,327,294
1476.png,2,2,393,294
1477.png,0,0,271,161
1477.png,0,1,331,162
1477.png,0,2,398,163
1477.png,1,0,270,225
1477.png,1,1,338,228
1477.png,1,2,396,229
1477.png,2,0,267,293
1477.png,2,1,327,294
1477.png,2,2,393,294
1478.png,0,0,271,161
1478.png,0,1,331,162
1478.png,0,2,398,163
1478.png,1,0,270,225
1478.png,1,1,338,228
1478.png,1,2,396,229
1478.png,2,0,267,293
1478.png,2,1,327,294
1478.png,2,2,393,294
1479.png,0,0,271,161
1479.png,0,1,331,162
1479.png,0,2,398,163
1479.png,1,0,270,225
1479.png,1,1,338,228
1479.png,1,2,396,229
1479.png,2,0,267,293
1479.png,2,1,327,294
1479.png,2,2,393,294
148.png,0,0,280,165
148.png,0,1,321,168
148.png,0,2,408,179
148.png,1,0,274,228
148.png,1,1,360,240
148.png,1,2,399,243
148.png,2,0,264,295
148.png,2,1,304,299
148.png,2,2,391,309
1480.png,0,0,271,161
1480.png,0,1,331,162
1480.png,0,2,398,163
1480.png,1,0,270,225
1480.png,1,1,338,228
1480.png,1,2,396,229
1480.png,2,0,267,293
1480.png,2,1,327,294
1480.png,2,2,393,294
1481.png,0,0,271,161
1481.png,0,1,330,163
1481.png,0,2,398,163
1481.png,1,0,270,225
1481.png,1,1,338,228
1481.png,1,2,397,229
1481.png,2,0,267,293
1481.png,2,1,327,294
1481.png,2,2,394,294
1482.png,0,0,271,161
1482.png,0,1,330,163
1482.png,0,2,398,163
1482.png,1,0,270,225
1482.png,1,1,338,228
1482.png,1,2,397,229
1482.png,2,0,267,293
1482.png,2,1,327,294
1482.png,2,2,394,294
1483.png,0,0,271,161
1483.png,0,1,330,163
1483.png,0,2,398,163
1483.png,1,0,270,225
1483.png,1,1,338,228
1483.png,1,2,397,229
1483.png,2,0,267,293
1483.png,2,1,327,294
1483.png,2,2,394,294
1484.png,0,0,271,161
1484.png,0,1,330,163
1484.png,0,2,399,163
1484.png,1,0,270,225
1484.png,1,1,339,228
1484.png,1,2,397,229
1484.png,2,0,267,293
1484.png,2,1,327,294
1484.png,2,2,394,294
1485.png,0,0,271,161
1485.png,0,1,330,163
1485.png,0,2,399,163
1485.png,1,0,270,225
1485.png,1,1,339,228
1485.png,1,2,397,229
1485.png,2,0,267,293
1485.png,2,1,327,294
1485.png,2,2,394,294
1486.png,0,0,271,161
1486.png,0,1,330,163
1486.png,0,2,399,163
1486.png,1,0,270,225
1486.png,1,1,339,228
1486.png,1,2,397,229
1486.png,2,0,267,293
1486.png,2,1,327,294
1486.png,2,2,394,294
1487.png,0,0,271,161
1487.png,0,1,330,163
1487.png,0,2,399,163
1487.png,1,0,270,225
1487.png,1,1,339,228
1487.png,1,2,397,229
1487.png,2,0,267,293
1487.png,2,1,327,294
1487.png,2,2,394,294
1488.png,0,0,271,161
1488.png,0,1,329,163
1488.png,0,2,399,163
1488.png,1,0,270,225
1488.png,1,1,339,228
1488.png,1,2,397,229
1488.png,2,0,267,293
1488.png,2,1,327,294
1488.png,2,2,407,293
1489.png,0,0,271,161
1489.png,0,1,329,163
1489.png,0,2,399,163
1489.png,1,0,270,225
1489.png,1,1,339,228
1489.png,1,2,397,229
1489.png,2,0,267,293
1489.png,2,1,327,294
1489.png,2,2,407,293
149.png,0,0,280,165
149.png,0,1,321,168
149.png,0,2,408,179
149.png,1,0,274,228
149.png,1,1,360,241
149.png,1,2,399,243
149.png,2,0,264,295
149.png,2,1,304,300
149.png,2,2,390,309
1490.png,0,0,271,161
1490.png,0,1,329,163
1490.png,0,2,399,163
1490.png,1,0,270,225
1490.png,1,1,339,228
1490.png,1,2,397,229
1490.png,2,0,267,293
1490.png,2,1,327,294
1490.png,2,2,407,293
1491.png,0,0,271,162
1491.png,0,1,329,162
1491.png,0,2,399,164
1491.png,1,0,270,225
1491.png,1,1,339,228
1491.png,1,2,396,229
1491.png,2,0,267,293
1491.png,2,1,326,294
1491.png,2,2,406,293
1492.png,0,0,271,162
1492.png,0,1,329,162
1492.png,0,2,399,164
1492.png,1,0,270,225
1492.png,1,1,339,228
1492.png,1,2,396,229
1492.png,2,0,267,293
1492.png,2,1,326,294
1492.png,2,2,406,293
1493.png,0,0,271,162
1493.png,0,1,329,162
1493.png,0,2,399,164
1493.png,1,0,270,225
1493.png,1,1,339,228
1493.png,1,2,396,229
1493.png,2,0,267,293
1493.png,2,1,326,294
1493.png,2,2,406,293
1494.png,0,0,271,162
1494.png,0,1,329,162
1494.png,0,2,399,164
1494.png,1,0,270,225
1494.png,1,1,339,228
1494.png,1,2,396,229
1494.png,2,0,267,293
1494.png,2,1,326,294
1494.png,2,2,406,293
1495.png,0,0,272,162
1495.png,0,1,330,163
1495.png,0,2,399,164
1495.png,1,0,270,225
1495.png,1,1,339,228
1495.png,1,2,396,229
1495.png,2,0,268,293
1495.png,2,1,326,294
1495.png,2,2,395,294
1496.png,0,0,272,162
1496.png,0,1,330,163
1496.png,0,2,399,164
1496.png,1,0,270,225
1496.png,1,1,339,228
1496.png,1,2,396,229
1496.png,2,0,268,293
1496.png,2,1,326,294
1496.png,2,2,395,294
1497.png,0,0,272,162
1497.png,0,1,330,163
1497.png,0,2,399,164
1497.png,1,0,270,225
1497.png,1,1,339,228
1497.png,1,2,396,229
1497.png,2,0,268,293
1497.png,2,1,326,294
1497.png,2,2,395,294
1498.png,0,0,272,162
1498.png,0,1,330,163
1498.png,0,2,399,164
1498.png,1,0,270,225
1498.png,1,1,339,228
1498.png,1,2,396,229
1498.png,2,0,267,293
1498.png,2,1,326,294
1498.png,2,2,395,294
1499.png,0,0,272,162
1499.png,0,1,330,163
1499.png,0,2,399,164
1499.png,1,0,270,225
1499.png,1,1,339,228
1499.png,1,2,396,229
1499.png,2,0,267,293
1499.png,2,1,326,294
1499.png,2,2,395,294
15.png,0,0,283,165
15.png,0,1,314,168
15.png,0,2,411,180
15.png,1,0,275,229
15.png,1,1,372,242
15.png,1,2,401,244
15.png,2,0,266,296
15.png,2,1,297,299
15.png,2,2,395,310
150.png,0,0,280,165
150.png,0,1,321,168
150.png,0,2,408,179
150.png,1,0,274,228
150.png,1,1,360,241
150.png,1,2,399,243
150.png,2,0,264,295
150.png,2,1,304,300
150.png,2,2,390,309
1500.png,0,0,272,162
1500.png,0,1,330,163
1500.png,0,2,399,164
1500.png,1,0,270,225
1500.png,1,1,339,228
1500.png,1,2,396,229
1500.png,2,0,267,293
1500.png,2,1,326,294
1500.png,2,2,395,294
1501.png,0,0,272,162
1501.png,0,1,330,163
1501.png,0,2,399,164
1501.png,1,0,270,225
1501.png,1,1,339,228
1501.png,1,2,396,229
1501.png,2,0,267,293
1501.png,2,1,326,294
1501.png,2,2,395,294
1502.png,0,0,272,162
1502.png,0,1,330,163
1502.png,0,2,399,164
1502.png,1,0,270,225
1502.png,1,1,340,228
1502.png,1,2,396,229
1502.png,2,0,267,293
1502.png,2,1,326,293
1502.png,2,2,395,294
1503.png,0,0,272,162
1503.png,0,1,330,163
1503.png,0,2,399,164
1503.png,1,0,270,225
1503.png,1,1,340,228
1503.png,1,2,396,229
1503.png,2,0,267,293
1503.png,2,1,326,293
1503.png,2,2,395,294
1504.png,0,0,272,162
1504.png,0,1,330,163
1504.png,0,2,399,164
1504.png,1,0,270,225
1504.png,1,1,340,228
1504.png,1,2,396,229
1504.png,2,0,267,293
1504.png,2,1,326,293
1504.png,2,2,395,294
1505.png,0,0,271,161
1505.png,0,1,329,163
1505.png,0,2,399,164
1505.png,1,0,270,225
1505.png,1,1,340,229
1505.png,1,2,397,229
1505.png,2,0,267,293
1505.png,2,1,326,293
1505.png,2,2,396,294
1506.png,0,0,271,161
1506.png,0,1,329,163
1506.png,0,2,399,164
1506.png,1,0,270,225
1506.png,1,1,340,229
1506.png,1,2,397,229
1506.png,2,0,267,293
1506.png,2,1,326,293
1506.png,2,2,396,294
1507.png,0,0,271,161
1507.png,0,1,329,163
1507.png,0,2,399,164
1507.png,1,0,270,225
1507.png,1,1,340,229
1507.png,1,2,397,229
1507.png,2,0,267,293
1507.png,2,1,326,293
1507.png,2,2,396,294
1508.png,0,0,271,161
1508.png,0,1,329,163
1508.png,0,2,399,164
1508.png,1,0,270,225
1508.png,1,1,340,229
1508.png,1,2,397,229
1508.png,2,0,267,293
1508.png,2,1,326,293
1508.png,2,2,396,294
1509.png,0,0,271,161
1509.png,0,1,329,163
1509.png,0,2,399,164
1509.png,1,0,270,225
1509.png,1,1,340,229
1509.png,1,2,397,229
1509.png,2,0,267,294
1509.png,2,1,325,293
1509.png,2,2,396,294
151.png,0,0,280,165
151.png,0,1,321,168
151.png,0,2,408,179
151.png,1,0,274,228
151.png,1,1,360,241
151.png,1,2,399,243
151.png,2,0,264,295
151.png,2,1,304,300
151.png,2,2,390,309
1510.png,0,0,271,161
1510.png,0,1,329,163
1510.png,0,2,399,164
1510.png,1,0,270,225
1510.png,1,1,340,229
1510.png,1,2,397,229
1510.png,2,0,267,294
1510.png,2,1,325,293
1510.png,2,2,396,294
1511.png,0,0,271,161
1511.png,0,1,329,163
1511.png,0,2,399,164
1511.png,1,0,270,225
1511.png,1,1,340,229
1511.png,1,2,397,229
1511.png,2,0,267,294
1511.png,2,1,325,293
1511.png,2,2,396,294
1512.png,0,0,271,161
1512.png,0,1,329,163
1512.png,0,2,399,164
1512.png,1,0,270,225
1512.png,1,1,340,229
1512.png,1,2,397,229
1512.png,2,0,267,294
1512.png,2,1,325,293
1512.png,2,2,396,294
1513.png,0,0,271,161
1513.png,0,1,329,162
1513.png,0,2,399,164
1513.png,1,0,270,225
1513.png,1,1,340,229
1513.png,1,2,397,229
1513.png,2,0,267,293
1513.png,2,1,325,293
1513.png,2,2,395,294
1514.png,0,0,271,161
1514.png,0,1,329,162
1514.png,0,2,399,164
1514.png,1,0,270,225
1514.png,1,1,340,229
1514.png,1,2,397,229
1514.png,2,0,267,293
1514.png,2,1,325,293
1514.png,2,2,395,294
1515.png,0,0,271,161
1515.png,0,1,329,162
1515.png,0,2,399,164
1515.png,1,0,270,225
1515.png,1,1,340,229
1515.png,1,2,397,229
1515.png,2,0,267,293
1515.png,2,1,325,293
1515.png,2,2,395,294
1516.png,0,0,271,161
1516.png,0,1,329,162
1516.png,0,2,399,164
1516.png,1,0,270,225
1516.png,1,1,341,229
1516.png,1,2,397,229
1516.png,2,0,267,294
1516.png,2,1,325,293
1516.png,2,2,395,294
1517.png,0,0,271,161
1517.png,0,1,329,162
1517.png,0,2,399,164
1517.png,1,0,270,225
1517.png,1,1,341,229
1517.png,1,2,397,229
1517.png,2,0,267,294
1517.png,2,1,325,293
1517.png,2,2,395,294
1518.png,0,0,271,161
1518.png,0,1,329,162
1518.png,0,2,399,164
1518.png,1,0,270,225
1518.png,1,1,341,229
1518.png,1,2,397,229
1518.png,2,0,267,294
1518.png,2,1,325,293
1518.png,2,2,395,294
1519.png,0,0,271,161
1519.png,0,1,329,162
1519.png,0,2,399,164
1519.png,1,0,270,225
1519.png,1,1,341,229
1519.png,1,2,397,229
1519.png,2,0,267,294
1519.png,2,1,325,293
1519.png,2,2,395,294
152.png,0,0,280,165
152.png,0,1,321,169
152.png,0,2,408,179
152.png,1,0,273,228
152.png,1,1,359,241
152.png,1,2,399,243
152.png,2,0,264,295
152.png,2,1,304,300
152.png,2,2,390,309
1520.png,0,0,271,162
1520.png,0,1,328,162
1520.png,0,2,400,164
1520.png,1,0,270,225
1520.png,1,1,341,229
1520.png,1,2,397,229
1520.png,2,0,267,294
1520.png,2,1,325,293
1520.png,2,2,395,294
1521.png,0,0,271,162
1521.png,0,1,328,162
1521.png,0,2,400,164
1521.png,1,0,270,225
1521.png,1,1,341,229
1521.png,1,2,397,229
1521.png,2,0,267,294
1521.png,2,1,325,293
1521.png,2,2,395,294
1522.png,0,0,271,162
1522.png,0,1,328,162
1522.png,0,2,400,164
1522.png,1,0,270,225
1522.png,1,1,341,229
1522.png,1,2,397,229
1522.png,2,0,267,294
1522.png,2,1,325,293
1522.png,2,2,395,294
1523.png,0,0,271,162
1523.png,0,1,328,162
1523.png,0,2,400,164
1523.png,1,0,271,225
1523.png,1,1,342,229
1523.png,1,2,397,229
1523.png,2,0,268,294
1523.png,2,1,325,293
1523.png,2,2,394,294
1524.png,0,0,271,162
1524.png,0,1,328,162
1524.png,0,2,400,164
1524.png,1,0,271,225
1524.png,1,1,342,229
1524.png,1,2,397,229
1524.png,2,0,268,294
1524.png,2,1,325,293
1524.png,2,2,394,294
1525.png,0,0,271,162
1525.png,0,1,328,162
1525.png,0,2,400,164
1525.png,1,0,271,225
1525.png,1,1,342,229
1525.png,1,2,397,229
1525.png,2,0,268,294
1525.png,2,1,325,293
1525.png,2,2,394,294
1526.png,0,0,271,162
1526.png,0,1,328,162
1526.png,0,2,400,164
1526.png,1,0,271,225
1526.png,1,1,342,229
1526.png,1,2,397,229
1526.png,2,0,268,294
1526.png,2,1,325,293
1526.png,2,2,394,294
1527.png,0,0,272,162
1527.png,0,1,328,162
1527.png,0,2,400,164
1527.png,1,0,271,225
1527.png,1,1,342,229
1527.png,1,2,396,229
1527.png,2,0,268,294
1527.png,2,1,325,293
1527.png,2,2,395,294
1528.png,0,0,272,162
1528.png,0,1,328,162
1528.png,0,2,400,164
1528.png,1,0,271,225
1528.png,1,1,342,229
1528.png,1,2,396,229
1528.png,2,0,268,294
1528.png,2,1,325,293
1528.png,2,2,395,294
1529.png,0,0,272,162
1529.png,0,1,328,162
1529.png,0,2,400,164
1529.png,1,0,271,225
1529.png,1,1,342,229
1529.png,1,2,396,229
1529.png,2,0,268,294
1529.png,2,1,325,293
1529.png,2,2,395,294
153.png,0,0,280,165
153.png,0,1,321,169
153.png,0,2,408,179
153.png,1,0,273,228
153.png,1,1,359,241
153.png,1,2,399,243
153.png,2,0,264,295
153.png,2,1,304,300
153.png,2,2,390,309
1530.png,0,0,272,162
1530.png,0,1,328,162
1530.png,0,2,400,164
1530.png,1,0,271,225
1530.png,1,1,342,229
1530.png,1,2,396,229
1530.png,2,0,268,294
1530.png,2,1,325,293
1530.png,2,2,395,294
1531.png,0,0,272,162
1531.png,0,1,328,162
1531.png,0,2,399,163
1531.png,1,0,271,225
1531.png,1,1,342,228
1531.png,1,2,397,229
1531.png,2,0,268,294
1531.png,2,1,325,293
1531.png,2,2,395,294
1532.png,0,0,272,162
1532.png,0,1,328,162
1532.png,0,2,399,163
1532.png,1,0,271,225
1532.png,1,1,342,228
1532.png,1,2,397,229
1532.png,2,0,268,294
1532.png,2,1,325,293
1532.png,2,2,395,294
1533.png,0,0,272,162
1533.png,0,1,328,162
1533.png,0,2,399,163
1533.png,1,0,271,225
1533.png,1,1,342,228
1533.png,1,2,397,229
1533.png,2,0,268,294
1533.png,2,1,325,293
1533.png,2,2,395,294
1534.png,0,0,272,161
1534.png,0,1,328,162
1534.png,0,2,399,163
1534.png,1,0,271,226
1534.png,1,1,343,228
1534.png,1,2,397,229
1534.png,2,0,267,293
1534.png,2,1,324,293
1534.png,2,2,396,294
1535.png,0,0,272,161
1535.png,0,1,328,162
