name,row,column,x,y
74,0,2,409,179
74,1,0,274,228
74,1,1,364,241
74,1,2,400,243
74,2,0,265,295
74,2,1,302,299
74,2,2,392,309
75,0,0,281,165
75,0,1,318,169
75,0,2,408,179
75,1,0,274,228
75,1,1,363,240
75,1,2,400,244
75,2,0,265,295
75,2,1,303,299
75,2,2,392,309
76,0,0,281,165
76,0,1,318,169
76,0,2,408,179
76,1,0,274,228
76,1,1,363,240
76,1,2,400,244
76,2,0,265,295
76,2,1,303,299
76,2,2,392,309
77,0,0,281,165
77,0,1,318,169
77,0,2,408,179
77,1,0,274,228
77,1,1,363,240
77,1,2,400,244
77,2,0,265,295
77,2,1,303,299
77,2,2,392,309
78,0,0,281,165
78,0,1,318,169
78,0,2,408,179
78,1,0,274,228
78,1,1,363,240
78,1,2,400,244
78,2,0,265,295
78,2,1,303,299
78,2,2,392,309
79,0,0,280,165
79,0,1,319,169
79,0,2,408,179
79,1,0,274,228
79,1,1,362,240
79,1,2,400,244
79,2,0,265,295
79,2,1,303,299
79,2,2,392,309
80,0,0,280,165
80,0,1,319,169
80,0,2,408,179
80,1,0,274,228
80,1,1,362,240
80,1,2,400,244
80,2,0,265,295
80,2,1,303,299
80,2,2,392,309
81,0,0,280,165
81,0,1,319,169
81,0,2,408,179
81,1,0,274,228
81,1,1,362,240
81,1,2,400,244
81,2,0,265,295
81,2,1,303,299
81,2,2,392,309
82,0,0,280,165
82,0,1,319,169
82,0,2,408,179
82,1,0,274,228
82,1,1,361,240
82,1,2,400,244
82,2,0,265,295
82,2,1,303,299
82,2,2,392,309
83,0,0,280,165
83,0,1,319,169
83,0,2,408,179
83,1,0,274,228
83,1,1,361,240
83,1,2,400,244
83,2,0,265,295
83,2,1,303,299
83,2,2,392,309
84,0,0,280,165
84,0,1,319,169
84,0,2,408,179
84,1,0,274,228
84,1,1,361,240
84,1,2,400,244
84,2,0,265,295
84,2,1,303,299
84,2,2,392,309
85,0,0,280,165
85,0,1,319,169
85,0,2,408,179
85,1,0,274,228
85,1,1,361,240
85,1,2,400,244
85,2,0,265,295
85,2,1,303,299
85,2,2,392,309
86,0,0,280,165
86,0,1,319,169
86,0,2,408,179
86,1,0,274,228
86,1,1,361,240
86,1,2,400,244
86,2,0,265,295
86,2,1,303,299
86,2,2,392,309
87,0,0,280,165
87,0,1,319,169
87,0,2,408,179
87,1,0,274,228
87,1,1,361,240
87,1,2,400,244
87,2,0,265,295
87,2,1,303,299
87,2,2,392,309
88,0,0,280,165
88,0,1,319,169
88,0,2,408,179
88,1,0,274,228
88,1,1,361,240
88,1,2,400,244
88,2,0,265,295
88,2,1,303,299
88,2,2,392,309
89,0,0,280,165
89,0,1,320,168
89,0,2,408,179
89,1,0,274,228
89,1,1,361,240
89,1,2,399,244
89,2,0,265,295
89,2,1,303,299
89,2,2,391,309
90,0,0,280,165
90,0,1,320,168
90,0,2,408,179
90,1,0,274,228
90,1,1,361,240
90,1,2,399,244
90,2,0,265,295
90,2,1,303,299
90,2,2,391,309
91,0,0,280,165
91,0,1,320,168
91,0,2,408,179
91,1,0,274,228
91,1,1,361,240
91,1,2,399,244
91,2,0,265,295
91,2,1,303,299
91,2,2,391,309
92,0,0,280,165
92,0,1,320,168
92,0,2,408,179
92,1,0,274,228
92,1,1,361,240
92,1,2,399,244
92,2,0,265,295
92,2,1,303,299
92,2,2,391,309
93,0,0,280,165
93,0,1,320,168
93,0,2,408,179
93,1,0,274,228
93,1,1,361,240
93,1,2,400,244
93,2,0,265,295
93,2,1,302,299
93,2,2,391,309
94,0,0,280,165
94,0,1,320,168
94,0,2,408,179
94,1,0,274,228
94,1,1,361,240
94,1,2,400,244
94,2,0,265,295
94,2,1,302,299
94,2,2,391,309
95,0,0,280,165
95,0,1,320,168
95,0,2,408,179
95,1,0,274,228
95,1,1,361,240
95,1,2,400,244
95,2,0,265,295
95,2,1,302,299
95,2,2,391,309
96,0,0,280,165
96,0,1,320,168
96,0,2,408,179
96,1,0,274,228
96,1,1,361,240
96,1,2,400,244
96,2,0,265,295
96,2,1,302,299
96,2,2,391,309
97,0,0,280,165
97,0,1,320,168
97,0,2,408,179
97,1,0,274,228
97,1,1,361,240
97,1,2,400,244
97,2,0,265,295
97,2,1,302,299
97,2,2,391,309
98,0,0,280,165
98,0,1,320,168
98,0,2,408,179
98,1,0,274,228
98,1,1,361,240
98,1,2,400,244
98,2,0,265,295
98,2,1,302,299
98,2,2,391,309
99,0,0,280,165
99,0,1,320,168
99,0,2,408,179
99,1,0,274,228
99,1,1,361,240
99,1,2,400,244
99,2,0,265,295
99,2,1,302,299
99,2,2,391,309
100,0,0,280,165
100,0,1,320,168
100,0,2,408,179
100,1,0,274,228
100,1,1,361,240
100,1,2,400,244
100,2,0,265,295
100,2,1,303,299
100,2,2,392,309
101,0,0,280,165
101,0,1,320,168
101,0,2,408,179
101,1,0,274,228
101,1,1,361,240
101,1,2,400,244
101,2,0,265,295
101,2,1,303,299
101,2,2,392,309
102,0,0,280,165
102,0,1,320,168
102,0,2,408,179
102,1,0,274,228
102,1,1,361,240
102,1,2,400,244
102,2,0,265,295
102,2,1,303,299
102,2,2,392,309
103,0,0,280,165
103,0,1,320,168
103,0,2,408,179
103,1,0,274,228
103,1,1,361,240
103,1,2,400,244
103,2,0,265,295
103,2,1,303,299
103,2,2,392,309
104,0,0,280,165
104,0,1,321,169
104,0,2,408,179
104,1,0,274,228
104,1,1,360,240
104,1,2,399,243
104,2,0,265,295
104,2,1,304,299
104,2,2,391,309
105,0,0,280,165
105,0,1,321,169
105,0,2,408,179
105,1,0,274,228
105,1,1,360,240
105,1,2,399,243
105,2,0,265,295
105,2,1,304,299
105,2,2,391,309
106,0,0,280,165
106,0,1,321,169
106,0,2,408,179
106,1,0,274,228
106,1,1,360,240
106,1,2,399,243
106,2,0,265,295
106,2,1,304,299
106,2,2,391,309
107,0,0,280,165
107,0,1,321,169
107,0,2,408,179
107,1,0,274,228
107,1,1,360,240
107,1,2,399,243
107,2,0,265,295
107,2,1,304,299
107,2,2,391,309
108,0,0,280,165
108,0,1,321,168
108,0,2,408,179
108,1,0,274,228
108,1,1,360,240
108,1,2,399,243
108,2,0,265,295
108,2,1,304,299
108,2,2,391,309
109,0,0,280,165
109,0,1,321,168
109,0,2,408,179
109,1,0,274,228
109,1,1,360,240
109,1,2,399,243
109,2,0,265,295
109,2,1,304,299
109,2,2,391,309
110,0,0,280,165
110,0,1,321,168
110,0,2,408,179
110,1,0,274,228
110,1,1,360,240
110,1,2,399,243
110,2,0,265,295
110,2,1,304,299
110,2,2,391,309
111,0,0,280,165
111,0,1,321,168
111,0,2,408,179
111,1,0,274,228
111,1,1,360,241
111,1,2,399,243
111,2,0,264,295
111,2,1,304,300
111,2,2,389,309
112,0,0,280,165
112,0,1,321,168
112,0,2,408,179
112,1,0,274,228
112,1,1,360,241
112,1,2,399,243
112,2,0,264,295
112,2,1,304,300
112,2,2,389,309
113,0,0,280,165
113,0,1,321,168
113,0,2,408,179
113,1,0,274,228
113,1,1,360,241
113,1,2,399,243
113,2,0,264,295
113,2,1,304,300
113,2,2,389,309
114,0,0,280,165
114,0,1,321,168
114,0,2,408,179
114,1,0,274,228
114,1,1,360,241
114,1,2,399,243
114,2,0,264,295
114,2,1,304,300
114,2,2,389,309
115,0,0,280,165
115,0,1,321,169
115,0,2,408,179
115,1,0,273,228
115,1,1,359,241
115,1,2,399,243
115,2,0,263,295
115,2,1,304,300
115,2,2,389,309
116,0,0,280,165
116,0,1,321,169
116,0,2,408,179
116,1,0,273,228
116,1,1,359,241
116,1,2,399,243
116,2,0,263,295
116,2,1,304,300
116,2,2,389,309
117,0,0,280,165
117,0,1,321,169
117,0,2,408,179
117,1,0,273,228
117,1,1,359,241
117,1,2,399,243
117,2,0,263,295
117,2,1,304,300
117,2,2,389,309
118,0,0,280,164
118,0,1,321,169
118,0,2,408,179
118,1,0,273,228
118,1,1,359,241
118,1,2,398,243
118,2,0,263,295
118,2,1,304,300
118,2,2,389,309
119,0,0,280,164
119,0,1,321,169
119,0,2,408,179
119,1,0,273,228
119,1,1,359,241
119,1,2,398,243
119,2,0,263,295
119,2,1,304,300
119,2,2,389,309
120,0,0,280,164
120,0,1,321,169
120,0,2,408,179
120,1,0,273,228
120,1,1,359,241
120,1,2,398,243
120,2,0,263,295
120,2,1,304,300
120,2,2,389,309
121,0,0,280,164
121,0,1,321,169
121,0,2,408,179
121,1,0,273,228
121,1,1,359,241
121,1,2,398,243
121,2,0,263,295
121,2,1,304,300
121,2,2,389,309
122,0,0,280,164
122,0,1,321,169
122,0,2,407,179
122,1,0,273,228
122,1,1,358,241
122,1,2,398,243
122,2,0,262,295
122,2,1,304,300
122,2,2,390,308
123,0,0,280,164
123,0,1,321,169
123,0,2,407,179
123,1,0,273,228
123,1,1,358,241
123,1,2,398,243
123,2,0,262,295
123,2,1,304,300
123,2,2,390,308
124,0,0,280,164
124,0,1,321,169
124,0,2,407,179
124,1,0,273,228
124,1,1,358,241
124,1,2,398,243
124,2,0,262,295
124,2,1,304,300
124,2,2,390,308
125,0,0,280,164
125,0,1,322,169
125,0,2,407,179
125,1,0,273,228
125,1,1,357,240
125,1,2,398,244
125,2,0,263,295
125,2,1,305,300
125,2,2,390,308
126,0,0,280,164
126,0,1,322,169
126,0,2,407,179
126,1,0,273,228
126,1,1,357,240
126,1,2,398,244
126,2,0,263,295
126,2,1,305,300
126,2,2,390,308
127,0,0,280,164
127,0,1,322,169
127,0,2,407,179
127,1,0,273,228
127,1,1,357,240
127,1,2,398,244
127,2,0,263,295
127,2,1,305,300
127,2,2,390,308
128,0,0,280,164
128,0,1,322,169
128,0,2,407,179
128,1,0,273,228
128,1,1,357,240
128,1,2,398,244
128,2,0,263,295
128,2,1,305,300
128,2,2,390,308
129,0,0,280,164
129,0,1,322,169
129,0,2,407,179
129,1,0,273,228
129,1,1,358,240
129,1,2,398,244
129,2,0,262,295
129,2,1,305,300
129,2,2,390,308
130,0,0,280,164
130,0,1,322,169
130,0,2,407,179
130,1,0,273,228
130,1,1,358,240
130,1,2,398,244
130,2,0,262,295
130,2,1,305,300
130,2,2,390,308
131,0,0,280,164
131,0,1,322,169
131,0,2,407,179
131,1,0,273,228
131,1,1,358,240
131,1,2,398,244
131,2,0,262,295
131,2,1,305,300
131,2,2,390,308
132,0,0,280,164
132,0,1,322,169
132,0,2,407,179
132,1,0,273,228
132,1,1,358,240
132,1,2,398,244
132,2,0,262,295
132,2,1,305,300
132,2,2,390,308
133,0,0,280,164
133,0,1,322,169
133,0,2,407,179
133,1,0,273,228
133,1,1,357,240
133,1,2,398,244
133,2,0,263,295
133,2,1,306,300
133,2,2,390,308
134,0,0,280,164
134,0,1,322,169
134,0,2,407,179
134,1,0,273,228
134,1,1,357,240
134,1,2,398,244
134,2,0,263,295
134,2,1,306,300
134,2,2,390,308
135,0,0,280,164
135,0,1,322,169
135,0,2,407,179
135,1,0,273,228
135,1,1,357,240
135,1,2,398,244
135,2,0,263,295
135,2,1,306,300
135,2,2,390,308
136,0,0,280,164
136,0,1,323,169
136,0,2,407,179
136,1,0,273,228
136,1,1,357,240
136,1,2,397,244
136,2,0,263,295
136,2,1,305,300
136,2,2,390,308
137,0,0,280,164
137,0,1,323,169
137,0,2,407,179
137,1,0,273,228
137,1,1,357,240
137,1,2,397,244
137,2,0,263,295
137,2,1,305,300
137,2,2,390,308
138,0,0,280,164
138,0,1,323,169
138,0,2,407,179
138,1,0,273,228
138,1,1,357,240
138,1,2,397,244
138,2,0,263,295
138,2,1,305,300
138,2,2,390,308
139,0,0,280,164
139,0,1,323,169
139,0,2,407,179
139,1,0,273,228
139,1,1,357,240
139,1,2,397,244
139,2,0,263,295
139,2,1,305,300
139,2,2,390,308
140,0,0,280,164
140,0,1,323,169
140,0,2,407,179
140,1,0,273,227
140,1,1,357,240
140,1,2,397,244
140,2,0,263,295
140,2,1,306,300
140,2,2,389,308
141,0,0,280,164
141,0,1,323,169
141,0,2,407,179
141,1,0,273,227
141,1,1,357,240
141,1,2,397,244
141,2,0,263,295
141,2,1,306,300
141,2,2,389,308
142,0,0,280,164
142,0,1,323,169
142,0,2,407,179
142,1,0,273,227
142,1,1,357,240
142,1,2,397,244
142,2,0,263,295
142,2,1,306,300
142,2,2,389,308
143,0,0,280,164
143,0,1,323,169
143,0,2,407,179
143,1,0,273,227
143,1,1,357,240
143,1,2,397,244
143,2,0,263,295
143,2,1,306,300
143,2,2,390,308
144,0,0,280,164
144,0,1,323,169
144,0,2,407,179
144,1,0,273,227
144,1,1,357,240
144,1,2,397,244
144,2,0,263,295
144,2,1,306,300
144,2,2,390,308
145,0,0,280,164
145,0,1,323,169
145,0,2,407,179
145,1,0,273,227
145,1,1,357,240
145,1,2,397,244
145,2,0,263,295
145,2,1,306,300
145,2,2,390,308
146,0,0,280,164
146,0,1,323,169
146,0,2,407,179
146,1,0,273,227
146,1,1,357,240
146,1,2,397,244
146,2,0,263,295
146,2,1,306,300
146,2,2,390,308
147,0,0,280,165
147,0,1,322,169
147,0,2,408,179
147,1,0,272,227
147,1,1,356,240
147,1,2,397,244
147,2,0,263,295
147,2,1,306,299
147,2,2,389,308
148,0,0,280,165
148,0,1,322,169
148,0,2,408,179
148,1,0,272,227
148,1,1,356,240
148,1,2,397,244
148,2,0,263,295
148,2,1,306,299
148,2,2,389,308
149,0,0,280,165
149,0,1,322,169
149,0,2,408,179
149,1,0,272,227
149,1,1,356,240
149,1,2,397,244
149,2,0,263,295
149,2,1,306,299
149,2,2,389,308
150,0,0,279,164
150,0,1,322,169
150,0,2,408,179
150,1,0,272,228
150,1,1,356,240
150,1,2,397,244
150,2,0,263,295
150,2,1,306,299
150,2,2,389,308
151,0,0,279,164
151,0,1,322,169
151,0,2,408,179
151,1,0,272,228
151,1,1,356,240
151,1,2,397,244
151,2,0,263,295
151,2,1,306,299
151,2,2,389,308
152,0,0,279,164
152,0,1,322,169
152,0,2,408,179
152,1,0,272,228
152,1,1,356,240
152,1,2,397,244
152,2,0,263,295
152,2,1,306,299
152,2,2,389,308
153,0,0,279,164
153,0,1,322,169
153,0,2,408,179
153,1,0,272,228
153,1,1,356,240
153,1,2,397,244
153,2,0,263,295
153,2,1,306,299
153,2,2,389,308
154,0,0,279,164
154,0,1,323,169
154,0,2,407,179
154,1,0,272,228
154,1,1,356,240
154,1,2,397,244
154,2,0,262,295
154,2,1,307,299
154,2,2,389,308
